;;;;;;;;Carrosserie;;;;;;;;;;;;;;;;;;;Moteur;;;;;;;;;;;;;;Transmission et contrôle;;;;Performances;;;;;;;;;Suspension et freins;;;
6331;Kia;Elan;1 génération;1996;1999;Roadster;1.8 MT (151 ch);Roadster;2;3880;1730;1270;2250;1485;1485;;;;;1070;;;;;;;Essence;1793;151;à 6 250;186;Distribué injection;Mitoyenne;4;;81;87;4;à 4 500;;Mécanique;Avant;10,7;5;SP-95;220;12,8;8,7;7,4;de 360 à 590;;46;7,8;Disques ventilés;Disque;Indépendante, La double triangulation, La barre stabilisatrice;Indépendante, Multibras, La barre stabilisatrice
6332;Kia;Enterprise;1 génération;1997;2002;Berline;2.5 AT (173 ch);Berline;5;5020;1810;1435;2850;1525;1545;;;;;1690;160;485;485;325;2015;;Essence;2494;173;à 6 500;227;Distribué injection;En V;6;;82,7;77,4;4;à 4 000;;Automatique;Arrière;11,2;4;SP-95;198;13;11,5;10,8;de 540 à 780;;70;9;Disques ventilés;Disque;Indépendante, La double triangulation, ressort;Indépendante, Multibras
6333;Kia;Enterprise;1 génération;1997;2002;Berline;3.0 AT (191 ch);Berline;5;5020;1810;1435;2850;1525;1545;;;;;1700;160;485;485;325;2025;;Essence;2954;191;à 6 000;260;Distribué injection;En V;6;;90;77,4;4;à 4 000;;Automatique;Arrière;11,2;4;SP-95;210;15;12,7;9,4;de 470 à 780;;70;9;Disques ventilés;Disque;Indépendante, La double triangulation, ressort;Indépendante, Multibras
187909;Kia;Enterprise;1 génération;1997;2002;Berline;3.0 AT (202 ch);Berline;5;5020;1810;1435;2850;1525;1545;;;;;1700;160;485;485;325;2025;;Essence;2954;202;à 6 000;266;Distribué injection;En V;6;;90;77,4;4;à 4 000;;Automatique;Arrière;11,2;4;SP-95;210;15;13,1;9,4;de 470 à 700;;70;10;Disques ventilés;Disque;Indépendante, La double triangulation, ressort;Indépendante, Multibras
6334;Kia;Enterprise;1 génération;1997;2002;Berline;3.6 AT (227 ch);Berline;5;5020;1810;1435;2850;1525;1545;;;;;1750;160;485;485;325;2075;;Essence;3605;227;à 5 500;319;Distribué injection;En V;6;;96;83;4;à 4 000;;Automatique;Arrière;11,2;4;SP-95;230;17;14,9;8,6;de 410 à 640;;70;11;Disques ventilés;Disque;Indépendante, La double triangulation, ressort;Indépendante, Multibras
212801;Kia;Forte;1 génération;2008;2012;Berline;1.6 AT (124 ch);Berline;5;4530;1775;1460;2650;1557;1564;;;;;1187;150;415;415;;;;Essence;1591;124;à 6 300;156;Distribué injection;Mitoyenne;4;;77;85,4;4;à 4 300;;Automatique;Avant;10,33;4;SP-95;182;;7,1;12;;;52;;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, Poutre de torsion
212800;Kia;Forte;1 génération;2008;2012;Berline;1.6 GDi AT (140 ch);Berline;5;4530;1775;1460;2650;1557;1564;;;;;1190;150;415;415;;;;Essence;1591;140;à 6 300;167;Injection directe;Mitoyenne;4;;77;85,4;4;à 4 850;;Automatique;Avant;10,33;6;SP-95;;;6,1;;;;52;;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, Poutre de torsion
212803;Kia;Forte;1 génération;2008;2012;Berline;1.6 GDi MT (140 ch);Berline;5;4530;1775;1460;2650;1557;1564;;;;;1173;150;415;415;;;;Essence;1591;140;à 6 300;167;Injection directe;Mitoyenne;4;;77;85,4;4;à 4 850;;Mécanique;Avant;10,33;6;SP-95;;;5,7;;;;52;;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, Poutre de torsion
212802;Kia;Forte;1 génération;2008;2012;Berline;1.6 VGT AT (128 ch);Berline;5;4530;1775;1460;2650;1557;1564;;;;;1265;150;415;415;;;;Diesel;1582;128;à 4 000;263;Common Rail;Mitoyenne;4;Turbo;77,2;84,5;4;à 2 000;Il ya;Automatique;Avant;10,33;4;DT;;;6,1;;;;52;;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, Poutre de torsion
212804;Kia;Forte;1 génération;2008;2012;Berline;2.0 4AT (156 ch);Berline;5;4530;1775;1460;2650;1539;1546;;;;;1232;150;415;415;325;1557;;Essence;1998;156;à 6 200;194;Distribué injection;Mitoyenne;4;;86;86;4;à 4 300;;Automatique;Avant;10,33;4;SP-95;210;12,5;8,8;9,8;de 420 à 790;;52;6,6;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, Poutre de torsion
212808;Kia;Forte;1 génération;2008;2012;Berline;2.0 4AT (158 ch);Berline;5;4530;1775;1460;2650;1557;1564;;;;;1243;150;415;415;;;;Essence;1998;158;à 6 200;195;Distribué injection;Mitoyenne;4;;86;86;4;à 4 600;;Automatique;Avant;10,33;4;SP-95;211;9,4;8,4;9,7;de 550 à 750;;52;6,9;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, Poutre de torsion
212809;Kia;Forte;1 génération;2008;2012;Berline;2.0 5AT (156 ch);Berline;5;4530;1775;1460;2650;1557;1564;;;;;1243;150;415;415;;;;Essence;1998;156;à 6 200;188;Distribué injection;Mitoyenne;4;;86;86;4;à 4 600;;Automatique;Avant;10,33;5;SP-95;199;8,7;7,8;9,7;de 600 à 800;;52;6,5;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, Poutre de torsion
212807;Kia;Forte;1 génération;2008;2012;Berline;2.0 5AT (158 ch);Berline;5;4530;1775;1460;2650;1557;1564;;;;;1243;150;415;415;;;;Essence;1998;158;à 6 200;195;Distribué injection;Mitoyenne;4;;86;86;4;à 4 600;;Automatique;Avant;10,33;5;SP-95;202;8,7;7,8;9,4;de 600 à 800;;52;6,5;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, Poutre de torsion
212813;Kia;Forte;1 génération;2008;2012;Berline;2.0 5MT (156 ch);Berline;5;4530;1775;1460;2650;1557;1564;;;;;1228;150;415;415;;;;Essence;1998;156;à 6 200;188;Distribué injection;Mitoyenne;4;;86;86;4;à 4 600;;Mécanique;Avant;10,33;5;SP-95;212;9,4;8,4;8,8;de 550 à 750;;52;6,9;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, Poutre de torsion
212811;Kia;Forte;1 génération;2008;2012;Berline;2.0 5MT (158 ch);Berline;5;4530;1775;1460;2650;1557;1564;;;;;1228;150;415;415;;;;Essence;1998;158;à 6 200;195;Distribué injection;Mitoyenne;4;;86;86;4;à 4 600;;Mécanique;Avant;10,33;5;SP-95;212;9,4;8,4;8,6;de 550 à 750;;52;6,9;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, Poutre de torsion
212806;Kia;Forte;1 génération;2008;2012;Berline;2.0 6AT (156 ch);Berline;5;4530;1775;1460;2650;1557;1564;;;;;1266;150;415;415;;;;Essence;1998;156;à 6 200;188;Distribué injection;Mitoyenne;4;;86;86;4;à 4 600;;Automatique;Avant;10,33;6;SP-95;199;9,4;8,1;9;de 550 à 750;;52;6,9;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, Poutre de torsion
212805;Kia;Forte;1 génération;2008;2012;Berline;2.0 6AT (158 ch);Berline;5;4530;1775;1460;2650;1557;1564;;;;;1266;150;415;415;;;;Essence;1998;158;à 6 200;195;Distribué injection;Mitoyenne;4;;86;86;4;à 4 600;;Automatique;Avant;10,33;6;SP-95;200;9,4;8,1;8,8;de 550 à 750;;52;6,9;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, Poutre de torsion
212810;Kia;Forte;1 génération;2008;2012;Berline;2.0 6MT (156 ch);Berline;5;4530;1775;1460;2650;1557;1564;;;;;1238;150;415;415;;;;Essence;1998;156;à 6 200;188;Distribué injection;Mitoyenne;4;;86;86;4;à 4 600;;Mécanique;Avant;10,33;6;SP-95;211;9,4;8,1;8,9;de 550 à 750;;52;6,9;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, Poutre de torsion
212812;Kia;Forte;1 génération;2008;2012;Berline;2.0 6MT (158 ch);Berline;5;4530;1775;1460;2650;1557;1564;;;;;1238;150;415;415;;;;Essence;1998;158;à 6 200;195;Distribué injection;Mitoyenne;4;;86;86;4;à 4 600;;Mécanique;Avant;10,33;6;SP-95;212;9,4;8,1;8,7;de 550 à 750;;52;6,9;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, Poutre de torsion
212815;Kia;Forte;1 génération;2008;2012;Berline;2.4 5AT (167 ch);Berline;5;4530;1775;1460;2650;1539;1546;;;;;1301;150;415;415;;;;Essence;2359;167;à 6 000;218;Distribué injection;Mitoyenne;4;;88;97;4;à 4 000;;Automatique;Avant;10,33;5;SP-95;212;10,2;9;8,8;de 510 à 680;;52;7,6;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, Poutre de torsion
212817;Kia;Forte;1 génération;2008;2012;Berline;2.4 5AT (175 ch);Berline;5;4530;1775;1460;2650;1539;1546;;;;;1301;150;415;415;;;;Essence;2359;175;à 6 000;228;Distribué injection;Mitoyenne;4;;88;97;4;à 4 000;;Automatique;Avant;10,33;5;SP-95;216;10,2;9;8,4;de 510 à 680;;52;7,6;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, Poutre de torsion
212814;Kia;Forte;1 génération;2008;2012;Berline;2.4 6AT (167 ch);Berline;5;4530;1775;1460;2650;1539;1546;;;;;1315;150;415;415;;;;Essence;2359;167;à 6 000;218;Distribué injection;Mitoyenne;4;;88;97;4;à 4 000;;Automatique;Avant;10,33;6;SP-95;209;10,2;9;8,8;de 510 à 710;;52;7,3;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, Poutre de torsion
212816;Kia;Forte;1 génération;2008;2012;Berline;2.4 6AT (175 ch);Berline;5;4530;1775;1460;2650;1539;1546;;;;;1315;150;415;415;;;;Essence;2359;175;à 6 000;228;Distribué injection;Mitoyenne;4;;88;97;4;à 4 000;;Automatique;Avant;10,33;6;SP-95;214;10,2;9;8,4;de 510 à 710;;52;7,3;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, Poutre de torsion
212818;Kia;Forte;1 génération;2008;2012;Berline;2.4 MT (167 ch);Berline;5;4530;1775;1460;2650;1539;1546;;;;;1294;150;415;415;;;;Essence;2359;167;à 6 000;218;Distribué injection;Mitoyenne;4;;88;97;4;à 4 000;;Mécanique;Avant;10,33;6;SP-95;216;10,7;9;8,3;de 490 à 710;;52;7,3;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, Poutre de torsion
212819;Kia;Forte;1 génération;2008;2012;Berline;2.4 MT (175 ch);Berline;5;4530;1775;1460;2650;1539;1546;;;;;1294;150;415;415;;;;Essence;2359;175;à 6 000;228;Distribué injection;Mitoyenne;4;;88;97;4;à 4 000;;Mécanique;Avant;10,33;6;SP-95;219;10,7;9;8;de 490 à 710;;52;7,3;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, Poutre de torsion
212838;Kia;Forte;1 génération;2008;2012;Hatchback;1.6 GDi AT (140 ch);Hayon;5;4340;1775;1460;2650;1557;1564;;;;;1228;150;385;385;;;;Essence;1591;140;à 6 300;167;Injection directe;Mitoyenne;4;;77;85,4;4;à 4 850;;Automatique;Avant;10,33;6;SP-95;;;6,4;;;;52;;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, Poutre de torsion
212839;Kia;Forte;1 génération;2008;2012;Hatchback;1.6 GDi MT (140 ch);Hayon;5;4340;1775;1460;2650;1557;1564;;;;;1195;150;385;385;;;;Essence;1591;140;à 6 300;167;Injection directe;Mitoyenne;4;;77;85,4;4;à 4 850;;Mécanique;Avant;10,33;6;SP-95;;;6;;;;52;;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, Poutre de torsion
212841;Kia;Forte;1 génération;2008;2012;Hatchback;2.0 AT (156 ch);Hayon;5;4340;1775;1460;2650;1557;1564;;;;;1288;150;385;385;;;;Essence;1998;156;à 6 200;188;Distribué injection;Mitoyenne;4;;86;86;4;à 4 600;;Automatique;Avant;10,33;6;SP-95;199;9,4;8,1;9,2;de 550 à 750;;52;6,9;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, Poutre de torsion
212840;Kia;Forte;1 génération;2008;2012;Hatchback;2.0 AT (158 ch);Hayon;5;4340;1775;1460;2650;1557;1564;;;;;1288;150;385;385;;;;Essence;1998;158;à 6 200;195;Distribué injection;Mitoyenne;4;;86;86;4;à 4 600;;Automatique;Avant;10,33;6;SP-95;200;9,4;8,1;8,9;de 550 à 750;;52;6,9;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, Poutre de torsion
212843;Kia;Forte;1 génération;2008;2012;Hatchback;2.0 MT (156 ch);Hayon;5;4340;1775;1460;2650;1557;1564;;;;;1261;150;385;385;;;;Essence;1998;156;à 6 200;188;Distribué injection;Mitoyenne;4;;86;86;4;à 4 600;;Mécanique;Avant;10,33;6;SP-95;210;9,4;8,1;9,1;de 550 à 750;;52;6,9;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, Poutre de torsion
212842;Kia;Forte;1 génération;2008;2012;Hatchback;2.0 MT (158 ch);Hayon;5;4340;1775;1460;2650;1557;1564;;;;;1261;150;385;385;;;;Essence;1998;158;à 6 200;195;Distribué injection;Mitoyenne;4;;86;86;4;à 4 600;;Mécanique;Avant;10,33;6;SP-95;212;9,4;8,1;8,8;de 550 à 750;;52;6,9;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, Poutre de torsion
212844;Kia;Forte;1 génération;2008;2012;Hatchback;2.4 AT (167 ch);Hayon;5;4340;1775;1460;2650;1542;1546;;;;;1335;150;385;385;;;;Essence;2359;167;à 6 000;218;Distribué injection;Mitoyenne;4;;88;97;4;à 4 000;;Automatique;Avant;10,33;6;SP-95;209;10,2;9;8,9;de 510 à 710;;52;7,3;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, Poutre de torsion
212845;Kia;Forte;1 génération;2008;2012;Hatchback;2.4 AT (175 ch);Hayon;5;4340;1775;1460;2650;1542;1546;;;;;1335;150;385;385;;;;Essence;2359;175;à 6 000;228;Distribué injection;Mitoyenne;4;;88;97;4;à 4 000;;Automatique;Avant;10,33;6;SP-95;214;10,2;9;8,5;de 510 à 710;;52;7,3;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, Poutre de torsion
212846;Kia;Forte;1 génération;2008;2012;Hatchback;2.4 MT (167 ch);Hayon;5;4340;1775;1460;2650;1542;1546;;;;;1314;150;385;385;;;;Essence;2359;167;à 6 000;218;Distribué injection;Mitoyenne;4;;88;97;4;à 4 000;;Mécanique;Avant;10,33;6;SP-95;216;10,7;9;8,4;de 490 à 710;;52;7,3;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, Poutre de torsion
212847;Kia;Forte;1 génération;2008;2012;Hatchback;2.4 MT (175 ch);Hayon;5;4340;1775;1460;2650;1542;1546;;;;;1314;150;385;385;;;;Essence;2359;175;à 6 000;228;Distribué injection;Mitoyenne;4;;88;97;4;à 4 000;;Mécanique;Avant;10,33;6;SP-95;219;10,7;9;8,1;de 490 à 710;;52;7,3;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, Poutre de torsion
212820;Kia;Forte;1 génération;2008;2012;KOUP coupé;1.6 AT (124 ch);Coupé;5;4480;1775;1400;2650;1546;1550;;;;;1179;140;440;440;;;;Essence;1591;124;à 6 300;156;Distribué injection;Mitoyenne;4;;77;85,4;4;à 4 300;;Automatique;Avant;10,32;4;SP-95;183;9,2;7,1;11,8;de 570 à 900;;52;5,8;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, Poutre de torsion
212821;Kia;Forte;1 génération;2008;2012;KOUP coupé;1.6 GDi AT (140 ch);Coupé;5;4480;1775;1400;2650;1542;1546;;;;;1185;140;440;440;;;;Essence;1591;140;à 6 300;167;Injection directe;Mitoyenne;4;;77;85,4;4;à 4 850;;Automatique;Avant;10,32;6;SP-95;;;6,4;;;;52;;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, Poutre de torsion
212822;Kia;Forte;1 génération;2008;2012;KOUP coupé;1.6 GDi MT (140 ch);Coupé;5;4480;1775;1400;2650;1542;1546;;;;;1166;140;440;440;;;;Essence;1591;140;à 6 300;167;Injection directe;Mitoyenne;4;;77;85,4;4;à 4 850;;Mécanique;Avant;10,32;6;SP-95;;;5,9;;;;52;;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, Poutre de torsion
212823;Kia;Forte;1 génération;2008;2012;KOUP coupé;1.6 MT (124 ch);Coupé;5;4480;1775;1400;2650;1546;1550;;;;;1160;140;440;440;;;;Essence;1591;124;à 6 300;156;Distribué injection;Mitoyenne;4;;77;85,4;4;à 4 300;;Mécanique;Avant;10,32;5;SP-95;190;8,6;6,7;10,3;de 600 à 950;;52;5,5;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, Poutre de torsion
212826;Kia;Forte;1 génération;2008;2012;KOUP coupé;2.0 4AT (156 ch);Coupé;5;4480;1775;1400;2650;1546;1550;;;;;1247;140;440;440;;;;Essence;1998;156;à 6 200;188;Distribué injection;Mitoyenne;4;;86;86;4;à 4 600;;Automatique;Avant;10,32;4;SP-95;213;10,1;8,9;10;de 510 à 750;;52;6,9;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, Poutre de torsion
212827;Kia;Forte;1 génération;2008;2012;KOUP coupé;2.0 4AT (158 ch);Coupé;5;4480;1775;1400;2650;1542;1546;;;;;1216;140;440;440;;;;Essence;1998;158;à 6 200;198;Distribué injection;Mitoyenne;4;;86;86;4;à 4 300;;Automatique;Avant;10,32;4;SP-95;213;9,9;8,8;9,5;de 530 à 800;;52;6,5;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, Poutre de torsion
212831;Kia;Forte;1 génération;2008;2012;KOUP coupé;2.0 5MT (156 ch);Coupé;5;4480;1775;1400;2650;1546;1550;;;;;1232;140;440;440;;;;Essence;1998;156;à 6 200;188;Distribué injection;Mitoyenne;4;;86;86;4;à 4 600;;Mécanique;Avant;10,32;5;SP-95;215;9,4;8,4;8,7;de 550 à 750;;52;6,9;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, Poutre de torsion
212829;Kia;Forte;1 génération;2008;2012;KOUP coupé;2.0 5MT (158 ch);Coupé;5;4480;1775;1400;2650;1542;1546;;;;;1201;140;440;440;;;;Essence;1998;158;à 6 200;198;Distribué injection;Mitoyenne;4;;86;86;4;à 4 300;;Mécanique;Avant;10,32;5;SP-95;215;8,6;7,8;8,3;de 600 à 850;;52;6,1;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, Poutre de torsion
212824;Kia;Forte;1 génération;2008;2012;KOUP coupé;2.0 6AT (156 ch);Coupé;5;4480;1775;1400;2650;1546;1550;;;;;1350;140;440;440;;;;Essence;1998;156;à 6 200;188;Distribué injection;Mitoyenne;4;;86;86;4;à 4 600;;Automatique;Avant;10,32;6;SP-95;210;9,8;8,4;9,7;de 530 à 730;;52;7,1;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, Poutre de torsion
212825;Kia;Forte;1 génération;2008;2012;KOUP coupé;2.0 6AT (158 ch);Coupé;5;4480;1775;1400;2650;1546;1550;;;;;1350;140;440;440;;;;Essence;1998;158;à 6 200;195;Distribué injection;Mitoyenne;4;;86;86;4;à 4 600;;Automatique;Avant;10,32;6;SP-95;213;9,8;8,4;9,5;de 530 à 730;;52;7,1;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, Poutre de torsion
212828;Kia;Forte;1 génération;2008;2012;KOUP coupé;2.0 6MT (156 ch);Coupé;5;4480;1775;1400;2650;1546;1550;;;;;1320;140;440;440;;;;Essence;1998;156;à 6 200;188;Distribué injection;Mitoyenne;4;;86;86;4;à 4 600;;Mécanique;Avant;10,32;6;SP-95;218;9,4;8,1;9;de 550 à 750;;52;6,9;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, Poutre de torsion
212830;Kia;Forte;1 génération;2008;2012;KOUP coupé;2.0 6MT (158 ch);Coupé;5;4480;1775;1400;2650;1546;1550;;;;;1320;140;440;440;;;;Essence;1998;158;à 6 200;195;Distribué injection;Mitoyenne;4;;86;86;4;à 4 600;;Mécanique;Avant;10,32;6;SP-95;217;9,4;8,1;8,7;de 550 à 750;;52;6,9;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, Poutre de torsion
212835;Kia;Forte;1 génération;2008;2012;KOUP coupé;2.4 5AT (167 ch);Coupé;5;4480;1775;1400;2650;1542;1546;;;;;1304;140;440;440;;;;Essence;2359;167;à 6 000;218;Distribué injection;Mitoyenne;4;;88;97;4;à 4 000;;Automatique;Avant;10,32;5;SP-95;217;10,2;9;8,8;de 510 à 680;;52;7,6;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, Poutre de torsion
212832;Kia;Forte;1 génération;2008;2012;KOUP coupé;2.4 5AT (175 ch);Coupé;5;4480;1775;1400;2650;1542;1546;;;;;1304;140;440;440;;;;Essence;2359;175;à 6 000;228;Distribué injection;Mitoyenne;4;;88;97;4;à 4 000;;Automatique;Avant;10,32;5;SP-95;222;10,2;9;8,4;de 510 à 680;;52;7,6;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, Poutre de torsion
212834;Kia;Forte;1 génération;2008;2012;KOUP coupé;2.4 6AT (167 ch);Coupé;5;4480;1775;1400;2650;1542;1546;;;;;1390;140;440;440;;;;Essence;2359;167;à 6 000;218;Distribué injection;Mitoyenne;4;;88;97;4;à 4 000;;Automatique;Avant;10,32;6;SP-95;219;10,2;9;8,9;de 510 à 680;;52;7,6;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, Poutre de torsion
212833;Kia;Forte;1 génération;2008;2012;KOUP coupé;2.4 6AT (175 ch);Coupé;5;4480;1775;1400;2650;1542;1546;;;;;1390;140;440;440;;;;Essence;2359;175;à 6 000;228;Distribué injection;Mitoyenne;4;;88;97;4;à 4 000;;Automatique;Avant;10,32;6;SP-95;223;10,2;9;8,5;de 510 à 680;;52;7,6;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, Poutre de torsion
212837;Kia;Forte;1 génération;2008;2012;KOUP coupé;2.4 6MT (167 ch);Coupé;5;4480;1775;1400;2650;1542;1546;;;;;1297;140;440;440;;;;Essence;2359;167;à 6 000;218;Distribué injection;Mitoyenne;4;;88;97;4;à 4 000;;Mécanique;Avant;10,32;6;SP-95;221;10,7;7,8;8,3;de 490 à 710;;52;7,3;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, Poutre de torsion
212836;Kia;Forte;1 génération;2008;2012;KOUP coupé;2.4 6MT (175 ch);Coupé;5;4480;1775;1400;2650;1542;1546;;;;;1297;140;440;440;;;;Essence;2359;175;à 6 000;228;Distribué injection;Mitoyenne;4;;88;97;4;à 4 000;;Mécanique;Avant;10,32;6;SP-95;225;10,7;9;7,9;de 490 à 710;;52;7,3;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, Poutre de torsion
